Commune,ID,MeanRT,MeanCases,Sum_AE,LOC_RISK,JAN_EVI_ME,OCT_EVI_ME,JAN_LST_ME,OCT_LST_ME,JAN_NDVI_M,OCT_NDVI_M,Dep_RT,Casa_RT,Piez_RT,Med_RT,Ranch_RT,Ruca_RT,Movil_RT,col_rt,x,y,long,lat
San Antonio                                                                                                                                                                                                                                                   ,  71,    0.3440,    0.3000,   1,       0.0000000000, 2.21226915717e-001, 3.63337576389e-001, 3.44034919739e+001, 2.48534965515e+001, 4.06033754349e-001, 6.30129277706e-001,    0.0861,    0.8613,    0.0057,    0.0342,    0.0026,    0.0000,    0.0004,    0.0030, 2.69e+005, 6.27e+006,-7.15e+001,-3.37e+001
Santo Domingo                                                                                                                                                                                                                                                 ,  72,    0.0000,    0.0000,   0,       0.0000000000, 2.38475963473e-001, 3.71174722910e-001, 3.22857093811e+001, 2.34275169373e+001, 4.32662218809e-001, 6.33315682411e-001,    0.1315,    0.8402,    0.0011,    0.0171,    0.0032,    0.0000,    0.0004,    0.0038, 2.52e+005, 6.26e+006,-7.17e+001,-3.38e+001
Casa blanca                                                                                                                                                                                                                                                   ,  73,    0.9143,    0.2000,   1,       0.0000000000, 2.66041785479e-001, 3.32137107849e-001, 3.34771919250e+001, 2.44155025482e+001, 5.17566502094e-001, 6.42770707607e-001,    0.0731,    0.8508,    0.0090,    0.0528,    0.0062,    0.0000,    0.0005,    0.0054, 2.73e+005, 6.31e+006,-7.14e+001,-3.33e+001
Limache                                                                                                                                                                                                                                                       ,  74,    0.2550,    0.1000,   1,       0.2058175926, 2.43584573269e-001, 3.21098387241e-001, 3.39278564453e+001, 2.64834785461e+001, 4.56759005785e-001, 6.13167226315e-001,    0.0622,    0.8827,    0.0068,    0.0383,    0.0021,    0.0000,    0.0000,    0.0029, 2.87e+005, 6.34e+006,-7.13e+001,-3.30e+001
Cartagena                                                                                                                                                                                                                                                     ,  75,    0.0000,    0.0000,   0,       0.0000000000, 2.32195541263e-001, 3.41281086206e-001, 3.34165115356e+001, 2.45177974701e+001, 4.49059784412e-001, 6.37430846691e-001,    0.0228,    0.9165,    0.0050,    0.0418,    0.0037,    0.0000,    0.0002,    0.0031, 2.73e+005, 6.29e+006,-7.14e+001,-3.35e+001
El Tabo                                                                                                                                                                                                                                                       ,  76,    1.4229,    0.1000,   1,       0.0000000000, 2.40433529019e-001, 3.01190525293e-001, 2.98947334290e+001, 2.03278713226e+001, 4.61727559566e-001, 5.64865708351e-001,    0.0547,    0.8965,    0.0018,    0.0290,    0.0052,    0.0000,    0.0001,    0.0106, 2.60e+005, 6.29e+006,-7.16e+001,-3.35e+001
Navidad                                                                                                                                                                                                                                                       ,  77,    0.0000,    0.0000,   0,       0.0000000000, 2.46568769217e-001, 3.29340338707e-001, 3.30967521667e+001, 2.16908493042e+001, 4.74232107401e-001, 6.12816810608e-001,    0.0003,    0.9204,    0.0041,    0.0611,    0.0092,    0.0000,    0.0014,    0.0019, 2.40e+005, 6.23e+006,-7.18e+001,-3.40e+001
Litueche                                                                                                                                                                                                                                                      ,  78,    9.0481,    0.5000,   2,       7.3341723002, 2.48794957995e-001, 3.49834889174e-001, 3.79702796936e+001, 2.31500358582e+001, 4.49721544981e-001, 6.36379599571e-001,    0.0000,    0.9197,    0.0149,    0.0370,    0.0139,    0.0000,    0.0029,    0.0077, 2.48e+005, 6.22e+006,-7.17e+001,-3.41e+001
Pichilemu                                                                                                                                                                                                                                                     ,  79,    0.0000,    0.0000,   0,       0.0000000000, 2.95269399881e-001, 3.37324321270e-001, 2.96331882477e+001, 2.00078372955e+001, 6.00247025490e-001, 6.79136693478e-001,    0.0061,    0.9112,    0.0092,    0.0421,    0.0083,    0.0000,    0.0010,    0.0140, 2.32e+005, 6.19e+006,-7.19e+001,-3.44e+001
La Estrella                                                                                                                                                                                                                                                   ,  80,    0.0000,    0.0000,   0,       0.0000000000, 2.00938120484e-001, 3.21842283010e-001, 4.36548080444e+001, 2.68395061493e+001, 3.22169780731e-001, 5.59840202332e-001,    0.0000,    0.9634,    0.0101,    0.0165,    0.0022,    0.0000,    0.0007,    0.0036, 2.60e+005, 6.21e+006,-7.16e+001,-3.42e+001
Marchihue                                                                                                                                                                                                                                                     ,  81,    0.0000,    0.0000,   0,       0.0000000000, 2.49970465899e-001, 3.38181525469e-001, 3.95227622986e+001, 2.52842292786e+001, 4.27451342344e-001, 6.03965163231e-001,    0.0009,    0.9533,    0.0057,    0.0242,    0.0062,    0.0000,    0.0018,    0.0053, 2.54e+005, 6.19e+006,-7.17e+001,-3.44e+001
